Date,Winning Numbers,Prize/Jackpot
Mon 01/24/2022,1-4-13-21-29 Bonus: 4,$240000
Fri 01/21/2022,5-13-15-24-32 Bonus: 5,$220000
Wed 01/19/2022,10-17-21-31-34 Bonus: 2,$200000
Mon 01/17/2022,4-12-17-19-23 Bonus: 4,$760000
Fri 01/14/2022,6-12-17-25-35 Bonus: 4,$740000
Wed 01/12/2022,14-17-19-20-34 Bonus: 1,$720000
Mon 01/10/2022,6-7-9-24-34 Bonus: 5,$700000
Fri 01/07/2022,6-8-10-20-34 Bonus: 4,$680000
Wed 01/05/2022,3-8-20-28-33 Bonus: 3,$660000
Mon 01/03/2022,9-13-14-22-31 Bonus: 3,$640000
